text	label
Yanhe and Tianyi have such busy schedules lately I hardly get to see them ((((；゜Д゜)))	0.0
Sometimes Yanhe brings her friends over for dinner, they're so cute (((o(*ﾟ▽ﾟ*)o)))	0.0
@angel_reads (((hugs))) hope you're okay x	0.0
RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
#DumpStarWars is a good start, but dumping all of (((Hollywood))) would be better	1.0
Cucked Journalist wonders why @DRUDGE didn't try to stop Trump.   Drudge must not have got the (((globalist))) memo https://t.co/2ZLyzZAEOz	1.0
((((Tonight and Every Wednesday Night!))) Coming out and Turn Up!! 🍗🍸🍹🍷🍗🍸🍹🍷🍗 http://t.co/3SCoCn0ea0	0.0
#BackToSchool Edition (((Limited Time Only))) Grey/ Burgundy Jersey Sports Bra and 86 Pen skirt… http://t.co/4RIcfeOHnP	0.0
RT @missellabell: Excellent thread about this ((( ))) thing.  https://t.co/CkLJgbNEAY	0.0
RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
"@JLDouglas1 BUT

BUT JL

(((( they're real ))))"	0.0
RT @acroll: Why everyone has (((brackets))) around their names. https://t.co/0Q7MY1nMBu	0.0
@casuteria yes man we need to (((( block ))))	0.0
"omg hahaha I just heard my brother shouting, ""oh my god mom!! Tallia ((( our bird ))) ate chicken!!!!"""	0.0
"RT @sandyJ_00: --------------&gt;  he ,,,  is 

((((((((( . @illuminati_00 . ))))))))) ... https://t.co/xaKSd5eEwG"	0.0
RT @Merry___Xmas: -------------&gt;  #merry Christmas from ((((((((( . @illuminati_00 . ))))))))) https://t.co/xpVjXD8LIU	0.0
(((Adzan)))	0.0
((((adzan))))	0.0
(((the child is my younger brother)))	0.0
@tanaford Awwwww Tana, on your latest podcast. Your crying made me cry 😢😢💚💚. You're so sweet (((hugs))) #hodor	0.0
"RT @jdayandnight: chair set: 

(((ft some uncomf f21 nip covers but oh well))))) https://t.co/07zfyb5lOj"	0.0
@frayserclick these (((parentheses))) are hugging your words	0.0
(((real talk though im like. feeling really good rn??? first the scholarship thing and now a lil side job and book is going well??? :D ??)))	0.0
(((someone tell me not to get my nose pierced otherwise im 100% gonna do it)))	0.0
"@thekellyford 
Good Wednesday morning Ms Kelly 
(((💛)))"	0.0
what do i watch after this. i'm gonna miss Kangchul and his heart-melting smile (damn i hate(((love)))) that smile) https://t.co/V3WUMtWWJm	0.0
"""Your hand fits in mine like it's made just for me,
But bear this in mind, it was meant to be""
 ♪♪(((≧▽≦)八(≧▽≦)))♪♪ https://t.co/fmXYXaRYEX"	0.0
(((blessing the timeline))) https://t.co/UAPGottAjA	0.0
"Happy (late)  birthday for my talented friend @ralviariyan !
(((*°▽°*)八(*°▽°*)))

Because batman is a… https://t.co/C7Vrl9i4Bj"	0.0
Aku spam di twitter aja yah ((((；ﾟДﾟ))))))) Panic attack ketika lo gak ngelakuin trus ngaku2 ngelakuin hal yang jelasnya salah banget--- MAK	0.0
I'm such a disgraceful to my family I should buy natto and burry myself in it ((((feeling ashamed))))	0.0
@AlisonMcs yass homu homu (((o(*ﾟ▽ﾟ*)o)))	0.0
"((((( BREAKING NEWS )))))
Denham Town High School Alumni Association Dthsaa Ne Chapter presents;
. https://t.co/IDAMNkkk7z"	0.0
((((( MOTHERS OF THE UNIVERSE ))))) ARE WE READY TO REBEL FOR A CAUSE??? ARE WE READY TO GET UP... STAND UP...... http://t.co/JAmstsbdTF	0.0
"RT @Doornebuzz: ((( 🔔 ))) TALK OF WEEKDAYS AND @TheSims 4 ((( 🔔 )))

https://t.co/LoIXDkye89"	0.0
"kylie kendall kendall kylie
(((this song is dope)))"	0.0
Live(((FREE)))Kansas City Royals vs Baltimore Orioles live streaming online #royals #bhive https://t.co/Z6oGrFUt0G	0.0
this song makes me :())))))))((())))///// https://t.co/PjIiA2oH6e	0.0
#StuffMyStockingWith Zyklon B. I have some (((pests))) to deal with.	1.0
I knew the Alt-Right had been infiltrated by (((them)))	1.0
#LRT Just lifted me so...things aren't as bad as they seem. *Winds body &amp; whispers (((My Neck, My Back)))*	0.0
She really should've waited for the replay before tweeting. *whispers* (((Your husband fouled out toots.)))	0.0
"#MusicMonday 
(((Spotlight Artist)))
@BossmanTr3nt"	0.0
"#MusicMonday 
(((Featured Artist)))
@WES_KARDIGAN"	0.0
RT @CorOfTheSUN: @_Eve_Sins @just_some_lady  (((🤗Healing friendship Hugs🤗))) 😊☀🌞It's the day of the SUN (Sunday!)🌞☀😊 Enjoy a great day!	0.0
"RT @CorOfTheSUN: ""Gonna have a Funky Good Time!"" Happy Sunday! (((((((Super Funky Sunshine hugs from the Mothership!))))))) #World https://…"	0.0
((((( TYSON MUDA )))))	0.0
((((( BEDA ORMAS )))))	0.0
"(((((((((( PUBLIC ADVISORY )))))))))
Don't wait till Last Minute !
WETRUSH EARLY BIRDS 󾌧
$800
FREE WETRUSH... https://t.co/vvIY59dAP3"	0.0
Download HouseAlpha(((Lendoda)))###Prod.Dj KSB.mp3 https://t.co/N2kSWdQpqT	0.0
(((Echoes))), exposed: The secret symbol neo-Nazis use to target Jews online https://t.co/DuvBwjLqSY via @Mic	0.0
RT @prog_jews: Remember the (((Coincidence Detector)))? We've made it the 卐卐卐Nazi Detector卐卐卐. https://t.co/ThAfCnyyAb https://t.co/a0cGI1C…	1.0
RT @micnews: (((Echoes))), exposed: there is a secret symbol neo-Nazis use to target Jews online https://t.co/wO8jSLN5Me https://t.co/KpNre…	1.0
(((Mach Vee))) @djmachv: Back into the wonderful world of #saga #IM4GECOMICS https://t.co/o2BzaDEOFX https://t.co/XFM7RcuIvJ #imagecomics https://t.co/RlYtYfzgLn	0.0
Big ((((hugs)))) to everyone who has a difficult time during the holiday whether you are alone or having to navigate family https://t.co/4zvs0OGDli	0.0
I'd hit up @industrybyrick but I already read how busy he is this week (((hugs))) you do so much for our industry.	0.0
RT @julius_juma: #Np niwe ndiwe by @mwangaBand some music r sweet wen it on (((((((volume+))))))) @jillojamwaka @hopeonair	0.0
Nazis are starting to identify Jews with (((tepper13))).  I encourage everyone to use this and show these morons they can't win for losing.	0.0
Ya Aloooooh lucuuuuu (((((( ˚艸˚)))	0.0
"""@essie: hey nailistas! follow us on snapchat essielovesnaps for bhind the scenes at YouTube for the essies nail art awards"" (((nailistas)))"	0.0
"Merry Christmas!!! ((((hugs)))) @(^_^)@
Wishing you all a wonderful day! #MerryChristmas 
🎅🎅🎅🎅🎁🎁🎁🎁🐒🐒🐒🐒 https://t.co/sxEL644xAR"	0.0
"RT @thefourmonkeys: Good morning/afternoon, tweethearts! @(^_^)@ (((hugs)))
Have a great day! :D xx
#MayThe4thBeWithYou #StarWars #Smile ht…"	0.0
Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/awMkpFQMty )))	0.0
y'all tried af of this but Idc here's some (((better))) tumbling videos from tonight ☺️ https://t.co/vbQeR6n9JF	0.0
RFT (((that's hella why I emphasized the sideline part in my tweet)))  https://t.co/vddEXU2h7z	0.0
"@adelaidnkane ""cousin"" ""h&amp;h"" ""(((congrats on your face)))"" iM OFFICIALLY DEAD"	0.0
"RT @adelaidnkane: happy birthday b! love you, cousin. 💙 h&amp;h.
ps: (((congrats on your face))) &amp; thanks for always being so nice. https://t.c…"	0.0
@Anna_sim0ne ((((it's about me))))	0.0
@Anna_sim0ne ((((((((also what is this tweet about its intriguing?!)))))))))	0.0
@BruhhBreezy (((p.s. she's wearing nude pants)))	0.0
(((Dewan pengawas admin))) https://t.co/83FbYauLgP	0.0
(((Pemecah ombak))) https://t.co/FxM8c2VNI7	0.0
RT @tlynnmartinez: guess who won again (((us))) https://t.co/iSGvQWq2LZ	0.0
RT @kittyhawk77: @chriscolfer my little book hugger wanted to say Happy Birthday Chris! 🎂😀❤ (((Chris))) #Hugs4Chris https://t.co/gSSMKU4l51	0.0
RT @CCHugger: @chriscolfer Happy birthday! 🎂🎁🎈🎉💙 (((((((Chris))))))) #Hugs4Chris https://t.co/0zftHZiy0N	0.0
@fackinpeter delusional. all (((media))) against Trump. no surprise their polls are unfavorable. So why exactly are YOU against?	1.0
@MJsee3parole @trumpoleon #AltRight Devide And Conquer. It's (((their))) specialty!	1.0
@RedPillSlayer @loopepe @dualkoondog The image. Pornography IS jewish. So if someone is mimicing (((them))) how is that good?	1.0
The Anti-Christ for Dummies, written for Christians who obviously do not read what Jesus said about (((Jews))) https://t.co/2WTdOM6cSu	1.0
((((((((((((one of the best songs ever created))))))))))) https://t.co/3UXXuoDCHV	0.0
((((((i love how my family decides to go on our first real vacation but books it for Christmas so I get to spend it here all alone lmao)))))	0.0
@BET @marclamonthill @samwhiteout why did a black man sell BET to a (((jewish))) man?	1.0
Odd all these guys pop up from obscurity((( @ComicDaveSmith )))((( @nero ))) ((( @RubinReport ))) ((( @Cernovich ))) https://t.co/cL3DvsvvIV	1.0
.@Bidenshairplugz @thehill (((every God damn time...)))	1.0
RT @thug_livez: Gotta wonder what (((they))) are afraid of. #FreeRicky https://t.co/K2tphpHkmO	1.0
"@SarahKSilverman 
&gt;All serial killers are White guys
You're fulfilling the stereotype of (((defamer))) of Whites. https://t.co/xym7EF4oin"	1.0
RT @ThaRightStuff: 9. Ironically with that one tweet @wikileaks may have exposed more about the (((establishment))) than with all the docum…	1.0
Neo-Nazis tag (((Jews))) on Twitter as hate speech, politics collide - CBS News https://t.co/jIFFhU00BQ	1.0
Neo-Nazis tag (((Jews))) on Twitter as hate speech, politics collide - CBS News https://t.co/uhl8qnzSQI	1.0
"Michelle Thoma Carrancejie likes your comment: "" sorry for your loss (((HUGS)))"".: Michelle Thoma Carranceji... https://t.co/oZYxIHnHf8"	0.0
"Marti Alboniga Davault likes your comment: ""(((HUGS)))  you!!!"": Marti Alboniga Davault likes your comment: ""... https://t.co/G8HJ1UcxqX"	0.0
RT @barnescepter: @buckftbarnes 😘😘😘😘 (((also nIALL OMG)))	0.0
AND MARGOT ROBBIE GIVING ME A BONER ((((lol what boner))))	0.0
@julsey_wulsey oh that's crap! Two doors down from me has teenagers in the garden with music but I can't hear them in my lounge (((hugs))) x	0.0
@lillias4 oh 😔 I'm sorry to hear that (((hugs)))	0.0
"Kate ,  Blondes - R - Us @Blonds_R_US

.......(((((((( . @illuminati_00 . )))))))))

--------------------&gt; France
https://t.co/7d7Ch43flQ"	0.0
--------------&gt; #merry Christmas from ((((((((( @illuminati_00 ))))))))) https://t.co/xS9Yr6buTI	0.0
"RT @DrDavidDuke: (((They))) just can't help themselves, (((their))) hatred for Christianity knows no bounds. 

#MakeAmericaGreatAgain https…"	1.0
"RT @DrDavidDuke: (((New America))) unleashed during #HillarysAltRightSpeech today. 

#AltRight #AltRightMeans #cuckservatives #MAGA https:/…"	1.0
((((spit gets emotional even tho it was only 6 days))))))	0.0
me at da beach ((((stinky ipad app doodle)))) https://t.co/GA9ia77SJn	0.0
@graveyard_chick ((((；ﾟДﾟ))))))) how do you write that small??!?	0.0
@graveyard_chick ((((；ﾟДﾟ)))))))	0.0
@JohnRiversX4 @BasedMAGA Sadly Grandpa fought his fellow Whites so (((bankers))) could ruin White civilization and cry victim all the way.	1.0
@SpectreForever Do you expect (((parasites))) to say thank you for those who saved them from the ovens? They just want their next meal.	1.0
RT @jk_rowling: Those people shame their cause and the country they claim to care about. For what it's worth, have a (((((hug))))) https://…	0.0
I don't know what (((( username )))) means	0.0
RT @Halberstram_FTN: Never change, (((Bill))). https://t.co/3sFmp6ULVc	1.0
(((2%))) https://t.co/7WxQU0xWX0	1.0
"@Blonds_R_US --------------&gt; OfCourse
.
((((((((( .@illuminati_00 . )))))))))
.
------------- Built the Moon
.
https://t.co/Z0rwa4YdKz"	0.0
"...... Niggas fo Sale @Niggas_4_Sale

.........((((((((( @illuminati_00 ))))))))

-------------------&gt; Detroit
.
https://t.co/GiFSnrAWzb"	0.0
It's a nine now (((not a 6ixxx)))	0.0
DT (((Ana Gomes, MEP))): RT DavidKenner: .IISS News received $30 million+ from Bahraini royals, ... https://t.co/fGIiYogjOh	0.0
DT (((Ana Gomes, MEP))): RT Robert Hårdh: Civil Rights Defenders – Belarus Executes Three People in ... https://t.co/i0Jcvv4dQB	0.0
@AlanColmes You're missing something (((Colmes)))	1.0
@nytimes (((Rutenberg)))	1.0
My gee! Dropping his album next month. ((((Richandfamous)))) cc @praiz8 http://t.co/PR2IUnMp4o	0.0
((((EZEGE)))) by @phynofino (Nigeria) - https://t.co/4CM4OQSIJY cc @ToolzO	0.0
WANT GOLDEN KITTY IMMORTAL ((((；ﾟДﾟ))))))) https://t.co/iHeN7gN4kK	0.0
@Jerusalem_Post Holocaust; 'a thing wholly burnt'. (((They))) even mock the definition. #holohoax	1.0
@RJKonrad @Dwalingen 'Winnaars' WOII: (((grootbanken + 'socialisten')))&gt;&gt; #EU. Populisme=wat goed is voor het volk. Fascisme=samen 1. https://t.co/Te4BclRbiF	1.0
@BBC6Breakfast I feel Shaun needs a hug this morning (((hug)))	0.0
@OOK_Librarian ((( hug)))	0.0
"RT @honestkpopstan: maybe they haven't heard to SJ's song ""super man"" when they say in the end ((( SUPER JUNIOR THE LAST MAN STANDING))) ht…"	0.0
"...... Niggas fo Sale @Niggas_4_Sale

........((((((((( @illuminati_00 ))))))))

------------------&gt; Detroit
.
https://t.co/omA4gPzxjd"	0.0
"Chief of Pussy Police @Pussy_Police_00

.......((((((((( @illuminati_00 )))))))))

---------------- Pussy Police

https://t.co/Xd8RlXxq60"	0.0
"dear head, shut up!! (((eu to te implorando)))
I can't listen no more"	0.0
RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
#Brooklyn #Jobs For 1 mounth____ Hotel Night Auditor / Night Cashier Needed ~~~~~~ $23 hr (((( no exp)))): He... https://t.co/NPCIdSoyoR	0.0
#Brooklyn #Jobs (((NO EXP_)))Mover Helper Needed Tomorrow*****$605/day: There are no appliances or any other ... https://t.co/e6aPmkatZX	0.0
Maybe I'll take like an hour snooze and then wake up (((cue the laughter)))	0.0
Maaciw😘😘😘 ((((UBIN MUSHOLLAH)))) yadeh boleh🕌 https://t.co/Va4YgELbNo	0.0
(((( is a bisul pecah ))) 😂😂😂😂😂😂😂😂  https://t.co/a5NBoweY3G	0.0
@brahakyeon 👌🏾👌🏾🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥I AM O N IT (th scnd finals r over but u get me omg)(((his Thighs..)))))	0.0
"home feels like hell 

(((mainit kasi)))"	0.0
":----( i made myself sad 

(((jk I'm always sad))) https://t.co/mJ9JWWI2Zr"	0.0
On Twitter, what does the ((( ))) around peoples' names mean?	0.0
"RT @annesoducro: RT""@farenizzi: Brand new machine tmrw nite LOUD at BlueBeat #Mobay"" (((((((LOUD)))))))"	0.0
RT @annesoducro: @CPboomlove @farenizzi #NP ARABEST BY @DaRealsebastian on @hot102fm  (((((LOUD)))))	0.0
"..........(((((((( . @illuminati_00 . ))))))))

----------------------- Beirut

----------------&gt; @Leyla_Hayhek
.
https://t.co/6UXxNAnNrZ"	0.0
".... Kate, Blondes R Us @Blonds_R_US

.........((((((((( @illuminati_00 )))))))))

--------------------&gt; France
.
https://t.co/4Fm3QgISli"	0.0
"(((Must Read &amp; Share)))

Every person we call a friend or we fall in love with was once a stranger to us but just... https://t.co/CFtXrxBp3S"	0.0
"(((From my archives - Old but gold)))

The problem with guys is they don't know what they have. They eventually... https://t.co/02Km0g3y1h"	0.0
@ramzpaul @AssyrianThief @yungjeune ((((((fellow white women))))))	0.0
@ThisIsGorman @yungjeune ((((((Gorman))))))	0.0
"Nothing like a punctuated uprising. (((And cheers to all those non-Jews donning triple parentheses)))
https://t.co/4RPcMexrt5"	0.0
andrew and I order out so much we had to make a pact to make dinner ourselves for a whole month ((((((after domino's tonight obv)))))))	0.0
(((((((((listens to One Headlight to pre-game)))))))))	0.0
RT @nlivingstonnn: 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃:)))))))))))((((((((((((((((((((((: 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂:)	0.0
((((counted up to 4))))	0.0
@jamesjoohyunlee @moonchul #EXSY (￣▽⊂) Have a GoOd DaY/NiGhT aNd TaKe CaRe! (＾＿－人) @royalpirates FIGHTING!!! ♪(((≧▽≦)八(≧▽≦)八(≧▽≦)))♪	0.0
@IAM_ENIK (つ∇⌒) Have a GoOd DaY/NiGhT aNd TaKe CaRe! (ゝヮ゜人) FIGHTING!!! (((￣(￣(￣(￣ー￣)￣)￣)￣)))フ	0.0
when ur hips are 36 inchs and ur waist is 29 inchs, it makes it hard to find clothes that fit ((((also my hips make me look fat)))	0.0
@haaije69 ((( )))	1.0
@PrinsesChrissie Als je Joods bent hoor je ((( ))) naast je naam te hebben, niet met die hartjes en davidsterren haha.	1.0
cuál compraríais, sed sinceros (((no)))	0.0
WHY WHY WHY WHY (((if i dont answer, im not ignoring))) https://t.co/zGuxK4Z381	0.0
//I WANNA DO A DRAW PILE WITH PEOPLE BUT I DON'T HAVE MY LAPTOP (((ANGRY YELLING)))	0.0
RT @BirdsThoCo: @BirdsThoCo (((I'M SCHLEEP))) https://t.co/zIeGVkIa1h	0.0
#meetwomen #free #sexdating NO LIMIT VISit special ((( 100 )))… https://t.co/6RvfX3eeLB https://t.co/P6XgcZ7R8v https://t.co/mDkk8Rf32h #sex	0.0
@ko_ccyan (((she prolly doesn't know)))	0.0
@LaurenWaksman hey (((Sheriff Lauren))) its rat	1.0
(((Christa))) Cong ❤️ https://t.co/OXu83QFcH8	1.0
@CPettle @ceciliamatranga @vero_13_05 @bucuriemare @marga19641964 🌺🌻🙏💖💜😎 Love n (((hugs))) https://t.co/wQ8SfTi5U5	0.0
@MIYUKI34422129 Big (((hugs))) to YOU Miyuki, Ty !! 💜👍👌💖😎☀ https://t.co/nb3M1ifxd0	0.0
RT @aimeetoons: A very happy birthday 2 the one and only @JanetJackson ((((JJ)))) MYM! #Janet50 #InductJanet https://t.co/eZ3Wm3kDV2	0.0
My throat hurts 😔 cant even sing ((((ceyyyyh)))) and its hard for me to speak 😔	0.0
Someone is PAYING these #thugs to be anti #American terrorists - ((((( SOROS )))) - #MAGA #SanJose #Trump  https://t.co/UpYkRQUIkM	1.0
@TheRealPolina @intlspectator - Agreed !  (((( Gringo )))) #WeThoughtTheyWereWhite	1.0
RT @gerardway: ((((((((((calm vibes))))))))))	0.0
((( heaVy breathing vvvvVVVvv ))) https://t.co/hG169muZbp	0.0
@KazanIsFatzan ((( image processing intensifies )))	0.0
@VioletJem I am so sorry for the loss of your baby. I lost my dog last year and I remember the pain like it was yesterday &lt;/3 (((hugs)))	0.0
@20centurybitch oh that is unbelievably awful, I am so sorry. (((hugs)))	0.0
(((((((((((Boooom))))))))))) http://t.co/ZDzmL4sNSj	0.0
(((((((((☆boooom☆))))))))))))) http://t.co/UFHhtiEAe8	0.0
While (((Stein))) can cite the supremacy clause, 2 things. 1) 2nd amendment says shall not be infringed. 2) fed action here isn't a law	1.0
RT @WallWatcher1983: (((Fisher))) https://t.co/McgWS6ZqMQ	1.0
(((sounds))) I’m already at chapter two of that book	0.0
(((maaf maksudnya media Inggris)))	0.0
"We're (((LIVE)))... Tune in and let's have your comments.

#CeRshow https://t.co/e9onupLGXP"	0.0
@N7_H2O @WhitestRabbit_ you've got to remember this is the (((media))), not the real world. We've got to stop watching their TV and reading	1.0
RT @caterhamcr3: @elspeth54 amazing in top gov positions. (((Leon))) Brittan 'attended paedophile parties in notorious brothel' https://t.c…	1.0
(((w sensie bo skomentowalam tekstem piosenki zdjecie na inscie i kontynuacja nie)))	0.0
LOVE PROBLEM SOLUTION IN INDIA PUNJAB LUDHIANA (((+91-9772654587))) USA UK CANADA MEXICO SPAIN: https://t.co/NAyDExmB4x via @YouTube	0.0
LOVE PROBLEM SOLUTION IN JALANDHAR (((+91-9772654587)))) pUNJAb iNDIa: https://t.co/jWH3MtViac via @YouTube	0.0
Big Black Dogs need Love too ((( &lt;3 ))) https://t.co/9OJNwc6h5y	0.0
It's Puppy time ((( &lt;3 ))) https://t.co/GN034QUyqU	0.0
ε((((((sociss vibes))))))з	0.0
(((((stress vibes)))))	0.0
@beeslys (((a jukebox musical)))	0.0
((( Anyone who says #PizzaGate is Fake, is probable involved in some sort of Pedophilia, interesting behavior @KPHodgkiss))) @Jim1981T	1.0
No thank you... I worship GOD... (((((And I'm sure you lean toward downward spiral...  @BrindaStar))))) @LucyAppa @GigiLacie https://t.co/jDXrlTCs83	1.0
@TBone68 It's alright. Thanks for being supportive. (((Hugs)))	0.0
What is the meaning of ((($name)))?	0.0
RT @DjShowtime12: Press PLAY &amp; check out the new FILM with my brother @AlNuke &amp; @zaytovenbeatz  (((#BagMen))) ------  https://t.co/RGuZwF7B…	0.0
Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/b7SxMxg8iM )))	0.0
RT @kallitechnis: ((( may your June be full of love + peace of mind )))	0.0
@HaroldItz (((Itzkowitz)))	1.0
"@GeoffT83 (((Geoff)))
thanks for detecting yourself"	1.0
@TasusieKitsune I'm not better.... Hail Tasusie forever (((o(*ﾟ▽ﾟ*)o)))	0.0
"RT @ganaconluisito: retweting and follow me for 246 ffs👽

(((doing all)))"	0.0
RT @ganaconluisito: (((((( Retweet if you want to gain just follow everyone who retweets and follow back whoever follows u))))))	0.0
"Best Of Luck.. Entire ((( Mah e Mir ))) Team.
Hope u guys rock Pakistani Cinema.
#ImranPatel#PakistaniShowbiz. https://t.co/5bEpcUTizv"	0.0
RT @CauseOfMartyr: (((Gun Control))) Guns will be taken when whites become a minority. https://t.co/iQZCpoLeMG. https://t.co/ufqJ04ooky htt…	1.0
"@V_of_Europe 
The politicals and the (((kikes))) are the true and bighest enemies of the european people. They created this!"	1.0
RT @CircusMaximus14: Dead in the Water: #USSLiberty Attack When ((( IsraHell ))) Tried Sinking an American Ship https://t.co/a5zQVn6gya	1.0
"((( #panic )))

#JewWorldOrder
#GlaringHypocrisy https://t.co/z2HJ13Tsye"	1.0
Join us (((TONIGHT))) @abelmisael #the #best #cincodemayo CELEBRATION at our Latin… https://t.co/KvkQ80MAZX	0.0
(((BOOM))) http://t.co/vLxh19MFom	0.0
@luzabs お誕生日おめでとうございます！！！！(((o(*ﾟ▽ﾟ*)o)))	0.0
@sushiruri Otsukare on Comifuro!!!!!!! (((o(*ﾟ▽ﾟ*)o))) /i didn't see u aaaaa	0.0
@AntiRHitler @StandardYouth1 What happens when 90% of reporters and media moguls become (((reporters))) and (((media moguls)))? Redpilling.	1.0
@Writeonright It's funny that I've seen that exact scene play out from formerly white nations around the world. What a (((coincidence))).	1.0
"RT @hot100_ug: (((((WE ARE LIVE! )))))

It's #BackSpin w/ @deejaynaselow. Oldskool and Lost Skool on your stereo. Let do this!"	0.0
"RT @hot100_ug: #BACKSPIN w/ @deejaynaselow

 Let's get into Old Skool 

((((((((HOLLLLLLLLA!))))))))"	0.0
@pyhuphan is the biggest piece of emarley trash (other than me) ((i'm #1)) i know she likes every tweet i twit (((yes im an old person)))	0.0
@girlmeetslester aw yay i'm glad you thought so ((( hopefully it made you smile a bit)))	0.0
@Grace_Durbin thank !!!!  ((((hugs ))))	0.0
@ProgressiveDom I'm so sorry    (((hugs)))) https://t.co/n6CwpeHIoI	0.0
"RT @MoRuf88: ((( New Vibes )))

MoRuf - Loosies(full project)

Stream/Download: https://t.co/5cZuITaUVV

V I B E! https://t.co/4Ujeamg8iv"	0.0
"Head over to @MoRuf88's instagram for a chance to win free #Loosies merchandise.

((( @MoRuf88 on IG ))) https://t.co/9tI2P5AiaJ"	0.0
@EW obviously we need to hand over more shekels to (((progressive organizations))) to fight the evil fascist drumpf	1.0
@Aella_Girl ethnocentrism is perfectly natural and healthy.  anyone who tries to tell you otherwise is probably a ((()))	1.0
@meganchipIey this tweet deserves more love it's fuckin funny s/o to all my followers u all suck‼️ (((((all 200 of u))))) #impopular	0.0
@abbywatson8 the country would go to shit ((((even more than now))))	0.0
RT @maheftsuaj: cuando me preguntan por qué tengo a dos pibes (((ruben y mangel))) besandose de fondo de pantalla https://t.co/7DOmVUSAb5	0.0
"*menyaksikan diri sendiri digibah*

((((((subhanallah)))"	0.0
((((yucin))))))) https://t.co/OzaTEG8CNP	0.0
"@kametoahiru GAGO KA BES HAHAHAHHAHAHAHAHAHA

((((((yes)))))) ((hangs head in shame))"	0.0
"@kametoahiru parang tayo lang ba sa mga buhay natin

BAD JOKE ok kakain na mi :))))))))))) :((((((((((((("	0.0
